AuthorID,Author,Date,Content,Attachments,Reactions
"1059042719290372166","cm74#4165","01/05/2023 2:12 PM","Is the amount of hbars that I want to send secure if I set it in client side ?","",""
"429323958592995328","Greg Scullard#5365","01/05/2023 2:17 PM","It is secure in the sense that the transaction you send which specifies the amount of hbar is signed by you and can’t be tampered with. You’re not really “sending” hbar, you’re telling hedera to transfer them from one account to another.","",""
"1059042719290372166","cm74#4165","01/05/2023 3:46 PM","Another question 🙂 . Is it possible with tokenid to find all serialnumbers?","",""
"168749001850486784","RaphaelM#1144","01/06/2023 4:45 AM","Hey @cm74 you can use the mirror node for this.
Here a link to the swagger where you can try to call the mirror node : https://testnet.mirrornode.hedera.com/api/v1/docs/#/
and you can probably get what you want using : https://testnet.mirrornode.hedera.com/api/v1/docs/#/tokens/listNfts","",""
"1059042719290372166","cm74#4165","01/06/2023 5:24 AM","Thank you!!!","",""
"306966472692072448","vr1587","01/06/2023 7:02 AM","it's a big shame that .addUint256() doesn't support Uint8Array[32]","",""
"306966472692072448","vr1587","01/06/2023 7:03 AM","I can't fit my uint256 into JS numbers and it's really easy to have it in byte array... Gonna have to figure out how to string this out of bounds for js  thing","",""
"306966472692072448","vr1587","01/06/2023 7:16 AM","ok I figured it out I'll just have to actually use addBytes32() instead 😄 
then do bytes32 to uint256 solidity conversion to play with offsets","",""
"1026819196081950771","0xacegravityone","01/06/2023 10:28 AM","I read this issue tag, I'm getting the same error however for mainnet mirror node connections, not preview net. any idea what the solution here looks like? thanks in advance","",""
"444061221851758592","yuggr","01/06/2023 10:04 PM","I would like to ask: Do I need to have HBAR in my original account to create a new account on Mainnet?","",""
"916636067594125362","evilmorty.hbar","01/06/2023 11:56 PM","Hey team,
So I have this tested script which has the ability to airdrop NFTs and it was working fine with all the collections except for this one collection. When I'm trying to send NFTs of this particular collection, I'm getting the error ""ACCOUNT_KYC_NOT_GRANTED_FOR_TOKEN"".
My questions are:
- What would possibly be the reason for this?
- How can I fix this exact error in the sending script?
I did a search in this server but couldn't find a solution on what's the fix for this 🙂
TIA","",""
"159035293180100609","deejay0076","01/07/2023 1:22 PM","The token being airdropped has a KYC key.","",""
"159035293180100609","deejay0076","01/07/2023 1:22 PM","Do you have the token ID to hand to verify?","",""
"410095697233313793","stealth.gecko","01/07/2023 3:35 PM","How can I validate if a string submission was a valid address or not?","",""
"429323958592995328","Greg Scullard#5365","01/07/2023 8:09 PM","Bedsides the additional error logging, it won’t affect the sdk’s operation. I don’t recall the specific method but you can increase the delay between attempts to reduce the log output. Something like .setNetworkUpdate or .setAddressBookUpdate and specify milliseconds between updates. The current frequency is way too high in any case.","",""
"429323958592995328","Greg Scullard#5365","01/07/2023 8:09 PM","You do yes to pay for the account creation fee.","",""
"429323958592995328","Greg Scullard#5365","01/07/2023 8:10 PM","You can wrap a AccountId.fromString(…) in a try catch. That’s what I do.","",""
"429323958592995328","Greg Scullard#5365","01/07/2023 8:10 PM","There’s probably a regex, it’s 0.0.digits 🙂","",""
"429323958592995328","Greg Scullard#5365","01/07/2023 8:11 PM","To check the account actually exists you can perform a getBalance or query a mirror node’s rest api.","",""
"429323958592995328","Greg Scullard#5365","01/07/2023 8:12 PM","Actually it could also be 0.0.digits-checksum where checksum is 5 alpha lowercase iirc.","",""
"916636067594125362","evilmorty.hbar","01/08/2023 1:57 AM","Hey brother! Good day! It is indeed set. What's the workaround in such cases? Does this mean that we won't be able to airdrop from another wallet at all?","",""
"159035293180100609","deejay0076","01/08/2023 5:45 AM","(0\.0\.[1-9]\d+)

I have tended to use  (until shard/realm increments).","",""
"159035293180100609","deejay0076","01/08/2023 5:46 AM","I have not spent any time on KYC keys but I believe you could do it as long as you first run a series of TokenGrantKycTransaction() for each account that you wish to airdrop to (effectively marking the account as KYC approved for this token).","","💜 (1)"
"916636067594125362","evilmorty.hbar","01/08/2023 6:14 AM","Thanks for your tip. Let me do a test and see if it does the trick 🙂","",""
"237708873828532225","craycrayultracontrarian","01/08/2023 8:14 AM","getting a weird error with transaction ids on javascript when trying to run the code I found on hedera's documentation here https://github.com/ed-marquez/hedera-sdk-js/blob/main/examples/hts-nftP1-fee-create-mint-burn-associate-transfer.js#L1 gives ReceiptStatusError: receipt for transaction 0.0.47636669@1673183610.274181349 contained error status INSUFFICIENT_TX_FEE status: Status { _code: 9 } and this other code I found in documentation gives a similar error; https://docs.hedera.com/hedera/getting-started/try-examples/create-and-transfer-your-first-nft ReceiptStatusError: receipt for transaction 0.0.47636669@1673182222.945957346 contained error status INVALID_ACCOUNT_ID (Status { _code: 15 })","",""
"237708873828532225","craycrayultracontrarian","01/08/2023 8:16 AM","all other elements of my code are accounted for, I made the operator and treasury accounts the same because why not and it 10k hbars on it, I made accounts for bob and alice, everything is testnet. I had a custom script written to create NFTs that was working until recently I started getting transaction receipt errors (code 9 on my custom code) so I tried the documentation code to see if it was just me","",""
"237708873828532225","craycrayultracontrarian","01/08/2023 8:17 AM","A different unrelated question: do I need to pay for a pinning service? Will it even make the loading speed of my NFTs load faster in wallets if the wallet or marketplace has their own gateway to load the CID through? If this question can go either way, what's your opinion?","",""
"237708873828532225","craycrayultracontrarian","01/08/2023 8:18 AM","Thank you so much, this discord has provided so much help to me in the past couple months. I hope everyone had happy holidays especially the kind people who help beginner coders like me with their errors.","",""
"429323958592995328","Greg Scullard#5365","01/08/2023 3:42 PM","Try .serDefaultMaxTransactionFee(50) on your client. As the price of hbar drops, it takes more hbar to pay for a tx priced in usd. The SDKs default is too low for current prices. You’ll still pay only what the tx costs, even if you set the default to 1000","",""
"463109996423544844","wannogsnog","01/09/2023 11:18 AM","If I generate an address and someone sends Hedera to that address does it create an account automatically","",""
"950496193337786418","Michael Garber#5033","01/09/2023 3:24 PM","You can make an account with an alias, and then send hbar to that account's alias and the account will deduct the amount of hbar required to create an account from the amount sent to the alias. Here is a tutorial how to do it https://hedera.com/blog/how-to-auto-create-hedera-accounts-with-hbar-and-token-transfers","",""
"463109996423544844","wannogsnog","01/09/2023 3:26 PM","Cool so if I make a wallet, I don’t have to front the dosh to make everyone an account","","👍 (1)"
"1062325301910179881","superxpeed","01/11/2023 6:36 PM","For create account automatically, you can use this code.
And will send some hbar from ACCOUNT_ID to newAccountId. (amount is sendBalance).

// Get operator from .env file
const operatorId = AccountId.fromString(process.env.ACCOUNT_ID);
const operatorKey = PrivateKey.fromString(process.env.PRIVATE_KEY);
const client = Client.forTestnet().setOperator(operatorId, operatorKey);

const newAccountKey = PrivateKey.generateED25519();

const response = await new AccountCreateTransaction()
        .setInitialBalance(new Hbar(sendBalance))
        .setKey(pvKey.publicKey)
        .execute(client);
const receipt = await response.getReceipt(client);
const newAccountId = receipt.accountId;

I hope this code will help you.

https://docs.hedera.com/hedera/docs/sdks/cryptocurrency/create-an-account","",""
"1059042719290372166","cm74#4165","01/15/2023 4:04 AM","Hello! I trying to connect a website with a wallet and I am following the instructions of hashconnect.
I end up to this error: Uncaught SyntaxError: Unexpected token ':' 
Could you help me, what does it mean ? How do I handle it?
The error comes from this code :
let appMetadata: HashConnectTypes.AppMetadata = {
    
    name: ""dApp Example"",
    description: ""An example hedera dApp"",
    icon: ""https://127.0.0.1/staticfiles/images/img.png""
}","",""
"1059042719290372166","cm74#4165","01/15/2023 4:28 AM","Is there any tutorial how to use hashconnect(their instructions are not very helpful) with django and javascript?","",""
"1059042719290372166","cm74#4165","01/15/2023 5:30 AM","Also in the instructions they have this import: import { HashConnect } from 'hashconnect/dist/cjs/main';
In this main file, there is no HashConnect to import .","",""
"159035293180100609","deejay0076","01/15/2023 6:39 AM","I would ask in the hashpack discord ( I can’t post the link here as the bot blocks it)","",""
"159035293180100609","deejay0076","01/15/2023 6:41 AM","I learnt what I needed for the linked demo here https://github.com/Hashpack/hashconnect#readme","",""
"1062325301910179881","superxpeed","01/16/2023 7:16 AM","hashconnect in javascript is no problem and you can find many samples.
And hashconnect is not a built-in feature of Django, but you can use the built-in hashing functions in Django's password validation framework to hash passwords when creating or updating user accounts.","",""
"255000116388167680","phasmatis","01/17/2023 4:34 AM","Hi, For the REST API, I am looking to see if theres a way to search for transactions between certain times using: ""/api/v1/transactions?timestamp="" is this possible?","",""
"764954605838532638","AbsolutelyNot#3226","01/17/2023 7:11 AM","@Energie #👔-recruiting","",""
"249567154913935361","jeromek","01/17/2023 7:16 AM","Hey Phasmatis
Something like this should work:
`https://testnet.mirrornode.hedera.com/api/v1/transactions?limit=2&order=asc&timestamp=ne%3A03026&timestamp=eq%3A03&transactiontype=cryptotransfer`
You can add multiple timestamp parameters where you can work with lt and gt to get a transaction between two timestamps","",""
"237708873828532225","craycrayultracontrarian","01/17/2023 11:03 PM","Hello everyone

I'm still having this transaction error I wasn't having before, it really just showed up out of nowhere after some time passed. Here is the error : 
ReceiptStatusError: receipt for transaction 0.0.47636669@1674014448.524154429 contained error status INSUFFICIENT_TX_FEE
    at new ReceiptStatusError (C:\Users\born2die\Documents\RENAISSANCE\coding\my-code\hello-hedera-js-sdk\node_modules\@hashgraph\sdk\lib\ReceiptStatusError.cjs:45:5)
    at TransactionReceiptQuery._mapStatusError (C:\Users\born2die\Documents\RENAISSANCE\coding\my-code\hello-hedera-js-sdk\node_modules\@hashgraph\sdk\lib\transaction\TransactionReceiptQuery.cjs:326:12)
    at TransactionReceiptQuery.execute (C:\Users\born2die\Documents\RENAISSANCE\coding\my-code\hello-hedera-js-sdk\node_modules\@hashgraph\sdk\lib\Executable.cjs:690:22)
    at processTicksAndRejections (node:internal/process/task_queues:96:5)
    at async TransactionResponse.getReceipt (C:\Users\born2die\Documents\RENAISSANCE\coding\my-code\hello-hedera-js-sdk\node_modules\@hashgraph\sdk\lib\transaction\TransactionResponse.cjs:100(:)[parenthesis cuz of discord 💯 emoji] 21)     
    at async main (C:\Users\born2die\Documents\RENAISSANCE\coding\my-code\hello-hedera-js-sdk\ee-testing.js:58:20) {
  status: Status { _code: 9 }, (cont.)

and here is the code it refers the error to:","",""
"237708873828532225","craycrayultracontrarian","01/17/2023 11:03 PM","// CREATE NFT WITH CUSTOM FEE
    const nftCreate = await new TokenCreateTransaction()
        .setTokenName(""Brain hat"")
        .setTokenSymbol(""FREE"")
        .setTokenType(TokenType.NonFungibleUnique)
        .setDecimals(0)
        .setInitialSupply(0)
        .setTreasuryAccountId(myAccountId)
        .setSupplyType(TokenSupplyType.Finite)
        .setMaxSupply(1001)
        .setCustomFees([nftCustomFee])
        .setAdminKey(myPrivateKey)
        .setSupplyKey(myPrivateKey)
        // .setPauseKey(pauseKey)
        .setFreezeKey(myPrivateKey)
        .setWipeKey(myPrivateKey)
        .freezeWith(client);
        //.sign(myPrivateKey);

    let nftCreateTxSign = await nftCreate.sign(myPrivateKey);
    let nftCreateSubmit = await nftCreateTxSign.execute(client);
    let nftCreateRx = await nftCreateSubmit.getReceipt(client);
    let tokenId = nftCreateRx.tokenId;
    console.log(`Created NFT with Token ID: ${tokenId} \n`);","",""
"237708873828532225","craycrayultracontrarian","01/17/2023 11:04 PM","i'm really sorry to be a bother I think I've asked about this before but I'm a really inexperienced coder and I've had my head in the sand in this for a long time","",""
"474151701138505739","rhysied","01/18/2023 5:36 AM","best thing to do when you get an error is check the meaning against this list: https://docs.hedera.com/hedera/docs/hedera-api/miscellaneous/responsecode#:~:text=exceeded%20100%20bytes-,INSUFFICIENT_TX_FEE,-The%20fee%20provided

basically what it means is the amount of h/tinybars charged for the transaction exceeds the amount you are setting (or the default if you don't explicitly set it). This can happen due to changes in your code (e.g. you change some values, add extra signatures, etc) or it can also happen due to external factors like the price of HBAR changing.

To fix it you need to add `.setMaxTransactionFee(new Hbar(anAmountInHbarYouAreWillingToPay))`. The idea is that should the price of HBARs drop massively in USD you wont end up draining your account of HBARs because the cost of transactions increased 10x for example (even though the USD cost is the same)","",""
"291665472988905472","adriankbl","01/18/2023 3:32 PM","Hello, is there any date that **Atomic Transactions** will be released in the **JS SDK**?","",""
"764954605838532638","AbsolutelyNot#3226","01/18/2023 5:54 PM","Can you elaborate ?
https://docs.hedera.com/hedera/docs/sdks/tokens/atomic-swaps","",""
"291665472988905472","adriankbl","01/18/2023 5:54 PM","Do the same than one SC","",""
"291665472988905472","adriankbl","01/18/2023 5:54 PM","Transfer Transaction + Associate Token + Token Mint … etc","",""
"291665472988905472","adriankbl","01/18/2023 5:54 PM","In the same Atomic Transaction","",""
"764954605838532638","AbsolutelyNot#3226","01/18/2023 6:04 PM","Ah. Let me get you a HIP reference which may address your use-case.","",""
"764954605838532638","AbsolutelyNot#3226","01/18/2023 6:05 PM","Also there is this discussion, on similar 'Chained Transactions' 
https://github.com/hashgraph/hedera-improvement-proposal/discussions/531","","❤️ (1)"
"1040145800094814238","Nimitt#5447","01/19/2023 5:24 AM","In multisignature concept, can a signature be used for multiple transactions?","",""
"159035293180100609","deejay0076","01/19/2023 5:25 AM","I think there may be a bug in Hedera JS SDK 2.19.1 

AccountAllowanceApproveTransaction().approveTokenAllowance()

you pass in token, owner, spender and amount.

If the spender is a ContractId it fails -> INVALID_ALLOWANCE_SPENDER_ID

If I create an AccountId instead (const ctrcttAsAccount = AccountId.fromString(spenderAcct.toString());) then it is fine.

My gut feel is that was not intentional.","",""
"159035293180100609","deejay0076","01/19/2023 5:28 AM","In my experience from implementing it for our project, given it is a standard transaction that you simply sign to meet the muiltisig/threshold key there can't be reuse for a second transaction [for the same reason if you are getting the tx record after smart contract execution I switch to a different account to save needing another multisig to perform a trivial operation]

you could abstract multiple transactions into an atomic smart contract call to allow a single multisig sign to do multiple things.","","👍 (1)"
"1042688555689979954","vishaloneto11#5548","01/19/2023 6:31 AM","@Michael Garber hii , i transfer the nft without hbar to wallet easily .the nft is showing s=in wallet to","",""
"1042688555689979954","vishaloneto11#5548","01/19/2023 6:34 AM","@Michael Garber the problem is the amount of nft how i receive this amount when user buy it ...i use addHbarTransfer() function but at the time of execution it require the user private key ! how i do this ????????????????????????","",""
"1042688555689979954","vishaloneto11#5548","01/19/2023 6:35 AM","","https://cdn.discordapp.com/attachments/616725732650909710/1065595310094684220/Screenshot_14.png",""
"1040145800094814238","Nimitt#5447","01/19/2023 6:43 AM","I am saying that , for multi-signature transaction we are using key list and all signature are required( not a threshold) .  we send them the transaction to be executed and the respective key holders add signature(using addsignature() of wallet class in js sdk) and send their signature in return. Now we use these received signature to sign the transaction. So my question is , can that same signature be used again for if we repeat that same  transaction.","",""
"1040145800094814238","Nimitt#5447","01/19/2023 6:53 AM","for examples - Alice created a account using her key and BOBS key , and send some Hbar to newly created account. Now After some time Alice want to send some Hbar from the account the some one else account, for this case she need key of BOBS . so this Alice create a transection and give to BOBS to add the signature and Bobs return the signature. Alice use the signature and add to the transection which was send before to bobs, she submitted this to hedera and transection executed successfully .  Now I want to know which if Alice want to repeat the same transection again , could the earlier signature from BOBS used again ?","",""
"159035293180100609","deejay0076","01/19/2023 6:53 AM","no. the signed bytes are for the specific transaction with a stabilized hash for a given node that has to round trip in the 2-minute window (create, get tx id, freeze, sign, add signatures, submit). You can go longer by using scheduled tx but the same issue for your use case. (my threshold comment was perhaps muddying the water - just how I think of it as in your case you need X of X signatures)","",""
"1040145800094814238","Nimitt#5447","01/19/2023 6:55 AM","yes","",""
"1040145800094814238","Nimitt#5447","01/19/2023 6:56 AM","in my case w need X of X sginatures","",""
"159035293180100609","deejay0076","01/19/2023 6:58 AM","agreed. the same answer holds: no - you can't reuse the prior signature as it is not the PK you are supplying but the specific transaction signed by the PK. future tx would need signing again.","",""
"1040145800094814238","Nimitt#5447","01/19/2023 6:59 AM","you are saying that the signature is only valid for 2 minutes window time after generation of the signature for a tx","",""
"1040145800094814238","Nimitt#5447","01/19/2023 6:59 AM","?","",""
"1040145800094814238","Nimitt#5447","01/19/2023 7:01 AM","And is there any way to send the transaction to the signer","",""
"159035293180100609","deejay0076","01/19/2023 7:04 AM","yes (I think it's 2 minutes...that's what is in my head but would have to go check). you can extend that using scheduled transactions (costs a little more) then you get to 30 minuttes for all sigantures to be collected [roadmap suggests extending that 30 mins out for longer times - up to 1 year last i saw]","",""
"159035293180100609","deejay0076","01/19/2023 7:05 AM","sure, serialize to bytes, encode and the reverse","",""
"159035293180100609","deejay0076","01/19/2023 7:07 AM","i have a video of my script...too embarrassed to share here but ping me a DM and i will dig it out to show you the implmentation if it helps\","",""
"950496193337786418","Michael Garber#5033","01/19/2023 8:41 AM","I wouldn't be embarrassed. You are a great community member! Other people will definitely benefit if you share","",""
"950496193337786418","Michael Garber#5033","01/19/2023 8:58 AM","No worries! May I see a code snippet and details of what you're trying to do? Which user's private key was required? The buyer?","",""
"159035293180100609","deejay0076","01/19/2023 9:40 AM","It’s the random ad-lib voiceover I worry about. Maybe I will will record a proper one with some planning one day.","","🫡 (1)"
"147718753314930689","bmino","01/19/2023 1:41 PM","I'm looking for a way to create a tx (for a threshold x-of-x account) to be passed around for signatures","",""
"147718753314930689","bmino","01/19/2023 1:41 PM","having each signer generate the tx, sign, and then post their signature seems to lead to INVALID_SIGNATURE errors when the sigs are collected and an execution attempt is made","",""
"147718753314930689","bmino","01/19/2023 1:43 PM","is this a problem if the signers on the threshold key have different types of keys? `ED25519` vs `ECDSA`?","",""
"159035293180100609","deejay0076","01/19/2023 1:44 PM","one account should create the tx, add tx id, pick a node, freeze then pass it around for signature and combine them back","",""
"147718753314930689","bmino","01/19/2023 1:45 PM","I suspected the txid is the issue as it contains both the creating accountid and validstart timestamp. do you have an example of creating the tx id manually?","",""
"147718753314930689","bmino","01/19/2023 1:46 PM","or how to export the tx for passing around? we had each signer create the tx locally which I suspect leads to varying txids","",""
"159035293180100609","deejay0076","01/19/2023 1:49 PM","https://www.berrycast.com/conversations/e5bf46dc-41ad-58bb-a60c-ec0616e22253

forgive the winding ad-libs 😉 

yes, I have scripts for this to handle the serialization/deserialization etc. that side of things I have made available to members of our project [ping me if you want details so I don't shill it here] 

```
const contractExecuteTx = await new ContractExecuteTransaction()
        .setContractId(cId)
        .setGas(gasLim)
        .setFunctionParameters(functionCallAsUint8Array)
        .setPayableAmount(amountHbar)
        .setNodeAccountIds(nodeId)
        .setTransactionId(TransactionId.generate(operatorId))
        .freezeWith(clientToUse);
```","",""
"159035293180100609","deejay0076","01/19/2023 1:49 PM","but the scripts can be seen in the video","",""
"159035293180100609","deejay0076","01/19/2023 1:50 PM","and that's the code for setting tx Id","",""
"159035293180100609","deejay0076","01/19/2023 1:50 PM","specioally for a smart contract call but applies ot anything","",""
"147718753314930689","bmino","01/19/2023 1:50 PM","gotcha I'll watch the vid. so far the above looks very similar. won't the TransactionId have a varying `validStart` time if each signer generates the tx to sign right?","",""
"159035293180100609","deejay0076","01/19/2023 1:52 PM","you have 2mins [memory says] to roundtrip from generating the tx & id to submiutting it and it be valid","",""
"159035293180100609","deejay0076","01/19/2023 1:52 PM","otherwise you need to use a scheduled tx","",""
"159035293180100609","deejay0076","01/19/2023 1:53 PM","you pass the bytes to each signer so all parties sign the same tx","",""
"147718753314930689","bmino","01/19/2023 1:53 PM","bahahaha sounds good","",""
"147718753314930689","bmino","01/19/2023 1:53 PM","explains some frustration in testing with delays too","",""
"147718753314930689","bmino","01/19/2023 1:54 PM","yeah 120 sec is the default and I think it maxes out at 180","",""
"159035293180100609","deejay0076","01/19/2023 1:54 PM","there we go.","",""
"159035293180100609","deejay0076","01/19/2023 1:55 PM","it may not be pretty but these scripts are in active use and functional as long as people can run a script","",""
"147718753314930689","bmino","01/19/2023 2:19 PM","thanks for the help @Deejay! confirmed I can lock the transaction accountid and validStart but the validDuration cannot exceed 120 (2 minutes) so at best we could set the start a day in the future to gather signatures, but would only have a 2 minute window to execute the tx. gonna investigate scheduled txs now","",""
"159035293180100609","deejay0076","01/19/2023 2:20 PM","scheduled tx (currently) you have 30 mins","",""
"159035293180100609","deejay0076","01/19/2023 2:21 PM","roadmap has extending that firmly on there","",""
"147718753314930689","bmino","01/19/2023 2:21 PM","shiiiiiish","",""
"147718753314930689","bmino","01/19/2023 2:21 PM","wrote a hedera compliant onchain multisig contract. might use that instead with these restrictions","",""
"159035293180100609","deejay0076","01/19/2023 2:22 PM","a shame to have to do that vs native support but i get it","",""
"147718753314930689","bmino","01/19/2023 2:22 PM","same thoughts here","",""
"291665472988905472","adriankbl","01/19/2023 2:30 PM","Hello, good night","",""
"291665472988905472","adriankbl","01/19/2023 2:30 PM","```js
2023-01-19T19:00:20.783Z    777bd11a-2c4e-423b-afff-4385d4723192    ERROR    LP send error:  Error: errors.gRPC service failed with status: TIMEOUT
```

Can somebody explain me how I can get this error executing in Node.js?","",""
"291665472988905472","adriankbl","01/19/2023 2:50 PM","So I don't really get this... Node.js doesn't need gRPC for anything right?","https://cdn.discordapp.com/attachments/616725732650909710/1065719899265179668/image.png",""
"159035293180100609","deejay0076","01/19/2023 4:51 PM","the hedera SDK needs/uses","",""
"159035293180100609","deejay0076","01/19/2023 4:52 PM","so you can run into these from time to time","",""
"291665472988905472","adriankbl","01/19/2023 5:11 PM","And the TIMEOUT, I'm assuming is because I found an unhealthy node?","",""
"291665472988905472","adriankbl","01/19/2023 5:11 PM","And the SDK itself can't recover from that error?","",""
"159035293180100609","deejay0076","01/19/2023 5:19 PM","bingo. what version of the sdk?","",""
"291665472988905472","adriankbl","01/19/2023 5:23 PM","`2.18.6`","",""
"291665472988905472","adriankbl","01/19/2023 5:24 PM","I've tryed to go with the latest but... https://github.com/hashgraph/hedera-sdk-js/issues/1398","",""
"159035293180100609","deejay0076","01/19/2023 5:30 PM","oh dear. stuck between rock and hardplace as the version you have I believe has gRPC issues...","",""
"159035293180100609","deejay0076","01/19/2023 5:30 PM","(not trying to be funny at all)","",""
"291665472988905472","adriankbl","01/19/2023 5:36 PM","Yeah....","",""
"291665472988905472","adriankbl","01/19/2023 5:36 PM","It is really difficult tbh","",""
"764954605838532638","AbsolutelyNot#3226","01/19/2023 9:21 PM","@Adrian {KBL} thanks for reporting.","",""
"291665472988905472","adriankbl","01/20/2023 6:07 AM","Hello","",""
"291665472988905472","adriankbl","01/20/2023 6:08 AM","Client.ping() --> Even if I put the IP wrong or I point to a Node with **Partial Outage** , its not throwing any Error","",""
"291665472988905472","adriankbl","01/20/2023 6:08 AM","And always returns to me undefined","",""
"899043602141962250","_gouls","01/20/2023 11:00 PM","Is there something I forgot to import? Or is it something else?","",""
"159035293180100609","deejay0076","01/21/2023 8:20 AM","Is your system time in sync? Have all the signatures signed it (as record is only available once quorum is reached and the tx is executed)","",""
"899043602141962250","_gouls","01/21/2023 11:56 AM","Yes tx excutes, i checked by checking balance.  System time seems to be in sync, when I did the previous example (send first transaction), the transaction receipt showed the right timestamp","",""
"159035293180100609","deejay0076","01/21/2023 12:15 PM","well i used up my easy guesses 🤣  

Are you able to share the code?","","😂 (1)"
"899043602141962250","_gouls","01/21/2023 12:15 PM","Sure thing, can I post a file in here?","",""
"899043602141962250","_gouls","01/21/2023 12:16 PM","","https://cdn.discordapp.com/attachments/616725732650909710/1066406046689669232/index.js","👍 (1)"
"159035293180100609","deejay0076","01/21/2023 12:52 PM","```
const scheduledTxRecord = await new TransactionRecordQuery().setTransactionId(TransactionId.fromString(scheduledTxId.toString())).execute(client);
    console.log('The scheduled transaction record is: ' + JSON.stringify(scheduledTxRecord, null, 2));
```

I will be honest I expected the code you provided to work but here is a workaround","",""
"899043602141962250","_gouls","01/21/2023 12:54 PM","Oh! Thanks for your time!
Kind of glad you expected it to work tbh 😄","",""
"159035293180100609","deejay0076","01/21/2023 12:57 PM","welcome - as tx records are available up to [3] minutes after execution you can grab upto to [180] in one go if needed through this query","",""
"237708873828532225","craycrayultracontrarian","01/22/2023 12:45 AM","Hey, thank you very much for your reply, and the list of errors. I'm trying to get better at debugging. The problem i'm facing is when I insert this into the obvious object, being the transactionCreate object, i get this error: Error: transaction is immutable; it has at least one signature or has been explicitly frozen

I have also gotten an undefined error","",""
"237708873828532225","craycrayultracontrarian","01/22/2023 12:45 AM","I also just want to thank you for your previous help","",""
