AuthorID,Author,Date,Content,Attachments,Reactions
"415523666982469652","bugbytes","01/10/2023 9:24 AM","double checking, did you set the ""is allowance"" flag on the xfer out of the account in the TransferList?","",""
"978173355360395286","hemant4832","01/10/2023 9:34 AM","nope what is this? can you provide some explanation or articles","",""
"978173355360395286","hemant4832","01/10/2023 9:34 AM","Allowance Transaction
https://hashscan.io/testnet/transaction/1673361114.687793004?tid=0.0.49241790-1673361104-796737576
Transfer Transaction
https://hashscan.io/testnet/transaction/1673361006.686707820?tid=0.0.49226051-1673360995-147223526","",""
"978173355360395286","hemant4832","01/10/2023 9:36 AM","I do have the allowance given from 0.0.49241790 to 0.0.34190287","https://cdn.discordapp.com/attachments/909532351388864542/1062379325464256623/image.png",""
"978173355360395286","hemant4832","01/10/2023 9:36 AM","But the approved transfer fails","https://cdn.discordapp.com/attachments/909532351388864542/1062379459342237787/image.png",""
"415523666982469652","bugbytes","01/10/2023 9:53 AM","Well, I'm not privy to the contract code that's been written, but specifically I'm referring to this property: https://github.com/hashgraph/hedera-smart-contracts/blob/7400872faa97df749ee034acd8667a3e9c213baf/contracts/hts-precompile/IHederaTokenService.sol#L27","",""
"415523666982469652","bugbytes","01/10/2023 9:56 AM","Also just noticed the token in the contract call is `0.0.49225980`  which does not match either 0.0.49241790 or 0.0.34190287 ?","",""
"159035293180100609","deejay0076","01/10/2023 2:36 PM","are you using HTS method from the precompile .transferrFrom(token, sender, reciever, amount) ? or IERC20(token).transferFrom(sender, reiceiver, amount); ? or trying to do it via a call with .cryptoTransfer() where you have to flag it is allowance spend in the AccountAmount struct as @bugbytes mentions?","",""
"159035293180100609","deejay0076","01/10/2023 2:50 PM","If I get a 'NOT_SUPPORTED' error on testnet is that on me (bug) or the network?

Trying to update my staking method for NFTs. The current one uses v3.0 of the cryptoTransfer() method that only took TokenTransferList[] as an argument. Now the signature has been adjusted to allow hbar transactions too (TransferList, TokenTransferList[]), but when I try and use that passing in an empty TransferList struct and or initiating and setting the transfers attribute to an AccountAmout[](0) I get the 'NOT_SUPPORTED' error. 

I was hoping to upgrade to the latest precompiles for good hygiene, but if I need to downgrade again, for now, would be good to know. Thanks!","",""
"159035293180100609","deejay0076","01/10/2023 2:50 PM","I have seen in the repo there is a testcase so I assumed the method works and th error is on me but i can't seem to make it run 😦","",""
"159035293180100609","deejay0076","01/10/2023 5:11 PM","```
IHederaTokenService.TransferList memory _hbarTransferList;
int256 response = HederaTokenService.cryptoTransfer(_hbarTransferList, _transfers);
```","",""
"159035293180100609","deejay0076","01/10/2023 5:11 PM","if I call the old version with just the _transfers struct then it works smoothly.","","👀 (1)"
"782671862667804674","johnda98","01/13/2023 10:52 AM","@Deejay tumble weeds.. 😂  was picturing that scene in Good Bad n Ugly..  Tucco.. the barber shop.. after 15days in the stinking desert.","",""
"782671862667804674","johnda98","01/13/2023 10:53 AM","and the wind..    whistle through closed lips..   lol","",""
"782671862667804674","johnda98","01/13/2023 10:58 AM","or that song by 'The Specials' ... this town... oohh ahhh..  la de dar..coming like a...   .... bands wont play no more.. too much fighting on the dance floor"" ...            Top of the Pops orig video on utube.","",""
"782671862667804674","johnda98","01/13/2023 11:02 AM","got me moonpay link stuck in..   progress..","https://cdn.discordapp.com/attachments/909532351388864542/1063488232723058748/Screen_Shot_2023-01-13_at_10.01.49_AM.png",""
"782671862667804674","johnda98","01/13/2023 11:11 AM","in 'rare' cases ?  how rare is rare","",""
"159035293180100609","deejay0076","01/13/2023 11:30 AM","very regular","",""
"159035293180100609","deejay0076","01/13/2023 11:30 AM","as in repeatable on loop if you happen to be doing what it says","",""
"159035293180100609","deejay0076","01/13/2023 11:30 AM","[had a user trying to mint an NFT paying just over half of the funds and failed everytime..think they tried 7 times]","",""
"782671862667804674","johnda98","01/13/2023 11:34 AM","ok.. in regular cases then.    havnt seen it affect any of my mainnet futures contracts as of yet..  mind you thats on Contractcreates not calls","",""
"159035293180100609","deejay0076","01/13/2023 12:14 PM","That's a solid version of it right there!

I think it is 'rare' in the sense not so many people try and spend half their account on a SC call...but for those that do, it seems to be an 'all the time' event. It's like the paradox of which side of the bathroom door you are on to how fast/slow time passes.","",""
"782671862667804674","johnda98","01/13/2023 12:23 PM","on total ?  tran + gas + payable send ? or just tran + gas > 50% of the payer bal ?        not sure if we ever had customer with such a low account that tries to make a call if its just tran + gas","",""
"782671862667804674","johnda98","01/13/2023 12:26 PM","https://tenor.com/view/wayne-tumbleweed-desert-gif-15697125","",""
"159035293180100609","deejay0076","01/13/2023 12:29 PM","the case user i saw had ~1,450 hbar and tried to mint one for 750 hbar, ~3 hbar in fees (gas, token associated, mint, transfer) so would have spent > 50% of funds hence failed on loop","",""
"782671862667804674","johnda98","01/13/2023 12:51 PM","perhaps the exception bug is unique to that Asset - due to many stages of its create lifecycle.","",""
"429323958592995328","Greg Scullard#5365","01/13/2023 2:55 PM","Not supported usually means you are invoking an api that’s not enabled on the network.","",""
"159035293180100609","deejay0076","01/13/2023 3:17 PM","is there a good 'do to source' to know when that might work? from the current signposting in the hedera precompile there is nothing to suggest it would not be working. I do know it is a newer feature but for the life of me can't remember when I thought it was rolled out. 

https://github.com/hashgraph/hedera-smart-contracts/blob/4250a2f060d7af7bc71454c1b052353a71468257/contracts/hts-precompile/IHederaTokenService.sol#L307

&

https://github.com/hashgraph/hedera-smart-contracts/blob/4250a2f060d7af7bc71454c1b052353a71468257/contracts/hts-precompile/HederaTokenService.sol#L26","",""
"782671862667804674","johnda98","01/14/2023 9:18 AM","https://hedera.com/blog/smart-contract-rent-on-hedera-part-2-how-to-pay","",""
"782671862667804674","johnda98","01/14/2023 9:23 AM","... cant see where it says what happens to HTS Assets owned by the contract after its grace period over & removed from ledger.  

state data gone so, imho, Assets also.  Can't not pay the Rent & Eat it too ?      not sure if this prev discussed aspect .. if it was ever clarified in protocol recent updates.","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 12:32 PM","Goes back to the treasury.","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 12:33 PM","Probably ""Part-2"" topic.","",""
"782671862667804674","johnda98","01/14/2023 12:40 PM","Each Asset will get sent back to its mint treasury key;  ok - will have to advise Customers that if they stake any assets in a contract that they make themselves aware of a that contract's auto-renew - just in case,  Assets will be lost.","",""
"782671862667804674","johnda98","01/14/2023 12:46 PM","@AbsolutelyNot  mentioned it a few months ago - be awesome if a deployer could pay upon deploy - for an auto-renew longer than 90 days - for usecases that demand no rent-liability for any period ie immutable upon deploy for x seconds.   a nice HIP for someone to suggest - nodes may like the extra tran & gas income upfront of maintaining a contract > 90 days.","",""
"159035293180100609","deejay0076","01/14/2023 6:23 PM","Good to know. Thanks. What if the treasury is itself a SC that has expired? I don’t intend to let that happen but it is a live use case.","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 6:28 PM","Initially, the Treasury will be exempt, that it does not expire and is not deleted. This may change in future.","",""
"159035293180100609","deejay0076","01/14/2023 6:33 PM","interesting, so if a SC is the treasury for an HTS asset - currently - it will be excused the payment rules?","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 6:34 PM","John, it may be possible and you can suggest a HIP. 
I think there were other suggestions from community, e.g. have XXX months of rent equivalent HBar deposited in the entity account and as long as this deposit threshold is met, the entity is exempt from rent. (Increasing costs of malicious action)","","👍 (1)"
"764954605838532638","AbsolutelyNot#3226","01/14/2023 6:35 PM","Correct. Free ride 🙂","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 6:35 PM","(For now)(","",""
"159035293180100609","deejay0076","01/14/2023 6:41 PM","Interesting - thanks for the update. good to plan for the SC minter contracts I stand up etc.","",""
"159035293180100609","deejay0076","01/14/2023 6:55 PM","@AbsolutelyNot another related question…what if the data usage costs are not paid? I have a deployment that in current state is treasury for a token & would be charged for storage when we get to that point ( I guess this is a way off so moot for now) …is that too exempt? Explicitly, I am annoyed with myself on this one as the clean down (reset) method that would take it below data storage threshold is not batched correctly so it runs out of gas …it should be ok in the future but not quite yet. All others I have deployed have a better clean up method to suck data out.","",""
"159035293180100609","deejay0076","01/14/2023 6:56 PM","Again, not too worried as guessing we are a while away from storage being charged to SC but trying to plan ahead.","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 7:04 PM","The SC Treasury is also exempt from Storage Fee. 
Not that we want to encourage people to make their SC a treasury for a Token and bypass Rent, but rather to provide a  time to refactor the code/tooling/economics etc.","",""
"764954605838532638","AbsolutelyNot#3226","01/14/2023 7:06 PM","I know you know @Deejay , but for others reading it later, this is a short-term courtesy waiver for Treasury.","",""
"887864068722028565","littletarzan","01/14/2023 11:33 PM","can u pack that traderpoolarray struct? 🙂","",""
"159035293180100609","deejay0076","01/15/2023 4:22 AM","100%. thanks for confirming though, it was only one where I did not plan it quite right and a little extra time on the clock to let it mint naturally should help me migrate it","",""
"159035293180100609","deejay0076","01/15/2023 4:22 AM","it would be appreciated if there will be an announcement when that changes and the full payments come to pass.","","💯 (1)"
"782671862667804674","johnda98","01/15/2023 11:00 AM","I usually optimize after unit tests..  core usecase funcs first to proof it.. trim bytes to the usecase limits n sequence after..     

there .. you feel better now.. like a Boss  ? 😉     & yes..  don't let all the multi-sig humans for Saucerswap SC autorenew, fly on same flight.

 usual deal though.. where Clients assume a PoC only takes 'a few clicks' to build & it only takes a day or so.  

... they are conditioned to drive-thru burger n fries silliness mindset.","",""
"159035293180100609","deejay0076","01/17/2023 2:05 AM","^^ can I bump this query again, is there anyway to know if the functions in the latest pre-compile are ‘safe’ to use to avoid these ‘Not_Supported’ errors? I can work around it however would like to ask plan to keep in sync with the upgrade path where I can.","","👍 (1)"
"856793524036304906","skendza","01/17/2023 9:57 AM","Hello O/

Can you direct me to where can I find the way to add a tuple, or tuple[] as a function parameter?

I have tried ContractFunctionParameters from @hashgraph/sdk  (https://github.com/hashgraph/hedera-sdk-js/blob/e0cd39c84ab189d59a6bcedcf16e4102d7bb8beb/src/contract/ContractFunctionParameters.js), but it seems it doesn't have `addTuple` and `addTuppleArray` method ?","",""
"429323958592995328","Greg Scullard#5365","01/17/2023 10:21 AM","I'll find out","",""
"429323958592995328","Greg Scullard#5365","01/17/2023 10:22 AM","I'll see if there is an easy way to find out other than to look at release notes for the HIP that implements a feature, then checking if that release is on previewnet/testnet/mainnet.","",""
"159035293180100609","deejay0076","01/17/2023 11:38 AM","I would use web3.js to encode per the ABI. I can share an example if it helps.","",""
"159035293180100609","deejay0076","01/17/2023 11:42 AM","Thanks kindly. I tried but failed to do that. Specifically in this case I think it is an extension to a HIP vs a new one and a change in method signature. It would be awesome is the comments checked in with a method referenced the relevant HIPs to help track down changes - sounds like a great intro note for devs coming to the network [sidebar: i am not sure is the precompile SC as in a package to help track versions now? I have become used to coming up the latest version haphazardly when I spot it]","",""
"858141398473375754","ed.marquez","01/17/2023 2:21 PM","Hi #📜-smart-contracts - on Tue, Jan 24 (in one week), we'll be hosting this Info and Q&A session about smart contract rent.
https://hedera.com/everything-you-wanted-to-know-about-smart-contract-rent-on-hedera

We'll cover key things to know about rent during the session. However, if you have other **questions** or **feedback** on this topic, feel free to share them ahead of the session (simply respond in a thread).  

Looking forward to seeing many of you there.","",""
"856793524036304906","skendza","01/18/2023 2:56 AM","Yes, that would be helpful thank you.","",""
"159035293180100609","deejay0076","01/18/2023 2:59 AM","```
function encodeFunctionCall(functionName, parameters) {
    const functionAbi = abi.find((func) => func.name === functionName && func.type === 'function');
    const encodedParametersHex = web3.eth.abi.encodeFunctionCall(functionAbi, parameters).slice(2);
    return Buffer.from(encodedParametersHex, 'hex');
}
```

```
async function contractExecuteWithStructArgs(cId, gasLim, fcnName, params, amountHbar, clientToUse = client) {
    // use web3.eth.abi to encode the struct for sending.
    const functionCallAsUint8Array = await encodeFunctionCall(fcnName, params);

    const contractExecuteTx = await new ContractExecuteTransaction()
        .setContractId(cId)
        .setGas(gasLim)
        .setFunctionParameters(functionCallAsUint8Array)
        .setPayableAmount(amountHbar)
        .freezeWith(clientToUse)
        .execute(clientToUse);

    // get the results of the function call;
    const record = await contractExecuteTx.getRecord(clientToUse);
    const contractResults = decodeFunctionResult(fcnName, record.contractFunctionResult.bytes);
    const contractExecuteRx = await contractExecuteTx.getReceipt(clientToUse);
    return [contractExecuteRx, contractResults, record];
}
```","","🙌 (1),👍🏼 (1)"
"159035293180100609","deejay0076","01/18/2023 2:59 AM","hope that helps, if not can just share the repo for you to pick over.","",""
"429323958592995328","Greg Scullard#5365","01/19/2023 5:58 AM","<https://github.com/hashgraph/hedera-services/tree/develop/hedera-node/configuration>

contains the configuration for the nodes on all networks

Specifically <https://github.com/hashgraph/hedera-services/blob/develop/hedera-node/configuration/mainnet/api-permission.properties> for mainnet indicates which range of account ids have access to which apis

For example:
`createAccount=0-*` means anyone can create an account
while
`freeze=2-58` means only accounts 0.0.2 to 0.0.58 can issue a freeze transaction on the network (for an upgrade for example)","",""
"159035293180100609","deejay0076","01/19/2023 7:15 AM","Thanks, @Greg Scullard - good to know and worth a pin.

Not sure it helps on the question about the HTS precompile method being turned off (NOT_SUPPORTED)?","",""
"291849995639062528","Shiko#7935","01/19/2023 7:34 AM","tinycentsToTinybars, how many cents to equal 1 hbar? or how many do i put in to equal 1$, is it 100 ?","",""
"377865013030813717","supremax67","01/19/2023 10:06 AM","https://hedera.com/fees","",""
"377865013030813717","supremax67","01/19/2023 10:07 AM","https://help.hedera.com/hc/en-us/articles/360000674317-What-are-the-official-HBAR-cryptocurrency-denominations-","",""
"291849995639062528","Shiko#7935","01/19/2023 10:18 AM","help me understand what this error means","https://cdn.discordapp.com/attachments/909532351388864542/1065651435653570602/image.png",""
"782671862667804674","johnda98","01/19/2023 10:18 AM","10*8 tbar to a hbar  .  I usually do a rate convert from Binance API on USDT pair.  Hedera uses a call to many exchange APIs to avergae their peg rate for Gas calculations.","",""
"291849995639062528","Shiko#7935","01/19/2023 10:19 AM","im aware of what hbar is equal to usd, but still i dont know what tiny cent is","",""
"291849995639062528","Shiko#7935","01/19/2023 10:19 AM","i know 1$ is 100 cent?, but is 100cent = to 100,000,000,000 tiny cent?","",""
"291849995639062528","Shiko#7935","01/19/2023 10:20 AM","or is this irrelevant","",""
"782671862667804674","johnda98","01/19/2023 10:20 AM","well..   take the USDT rate in $ to cents then / 10*8 for a tbar 'price' in cents.","",""
"782671862667804674","johnda98","01/19/2023 10:21 AM","a 'tiny cent'  yes sounds like its a  irrelevant misnomer - depending on what u r 'up to'","",""
