AuthorID,Author,Date,Content,Attachments,Reactions
"400392319943049217","_gnirps","01/10/2023 11:46 AM","Hi, my app is stuck (no response) when calling Consensus Service through the Hashgraph .NET SDK (https://www.nuget.org/packages/Hashgraph/). Can I get any help on this? I didn't make any changes to the code and Hedera account have enough funds, so I am a bit confused what's going on. Is this the right place to ask for such kind of help? Thanks","",""
"249567154913935361","jeromek","01/10/2023 12:10 PM","Check if you Gas fees are high enough / increase them with .setMaxTransactionFee","",""
"249567154913935361","jeromek","01/10/2023 12:10 PM","else provide more informations","",""
"415523666982469652","bugbytes","01/10/2023 12:15 PM","Is it eventually throwing any error?  When you say ""stuck"" is this with sending consensus messages or they are not showing up if you're listening for them?","",""
"400392319943049217","_gnirps","01/10/2023 12:23 PM","Thanks for your reply. By saying ""stuck"" I mean the app is not receiving any response at all, neither successful, nor with error. It's just continues to wait for forever. I've tested the app on production and locally, so I don't thing this is somehow relies to the network issues.","",""
"415523666982469652","bugbytes","01/10/2023 12:39 PM","Which API call is not returning?","",""
"415523666982469652","bugbytes","01/10/2023 12:39 PM","(You might be hitting an edge case if its the mirror node client that we're not aware of)","",""
"400392319943049217","_gnirps","01/11/2023 6:23 AM","Don't know the exact web API call, but I'm using this method in SDK - SubmitMessageAsync","",""
"415523666982469652","bugbytes","01/11/2023 7:19 AM","Are you able to post a code snippit that we could use to try to reproduce the behavior.  The integration tests are not presently failing, but that doesn't mean that use case got overlooked and we missed something.","",""
"415523666982469652","bugbytes","01/11/2023 7:21 AM","(if you're not able due to due to privacy concerns, the next thing I'd try would be to send the message to a different node, for example node 0.0.3 on *testnet* is literally behaving differently than other nodes right now)","",""
"860686326830989323","topachi","01/13/2023 10:43 AM","@bugbytes @Greg Scullard @Ed Marquez hey guys, hope is all well. HCS testnet seems broken","",""
"860686326830989323","topachi","01/13/2023 10:43 AM","topic messages do not propagate","",""
"860686326830989323","topachi","01/13/2023 10:44 AM","any hint?","",""
"291665472988905472","adriankbl","01/13/2023 11:30 AM","Token Creation, doesn't propagate to Mirror Nodes in Testnet","",""
"291665472988905472","adriankbl","01/13/2023 11:31 AM","","https://cdn.discordapp.com/attachments/673969691907325983/1063495427317575701/image.png,https://cdn.discordapp.com/attachments/673969691907325983/1063495428089319496/image.png",""
"937718972747485224","tomachianura","01/13/2023 11:37 AM","yeah looks like something is broken on testnet guys, @Greg Scullard any hint?","",""
"937718972747485224","tomachianura","01/13/2023 11:37 AM","as @Adrian {KBL} reported, and @Topachi, is touching HCS but also HTS","",""
"858141398473375754","ed.marquez","01/13/2023 3:14 PM","An update was provided in the #🪞-mirror-node channel:
https://discord.com/channels/373889138199494658/616725704284962837/1063529959110483998 It was a temporary issue and should be addressed now. 
The testnet mirror node outage was also shown in the status page: https://status.hedera.com/ I always keep an eye on that page just in case.","","✅ (2)"
"916815534962667581","danrichmond#6511","01/18/2023 11:01 AM","Hey, I have an app idea and I'd like to just go through some scenarios with one of the hedera devs to make sure I'm understanding how to use this service correctly.","",""
"887464936475873291","entreken","01/18/2023 12:50 PM","Can someone point me to a good write-up or example for how someone would use the running hash to verify message history and validity on a topic?

For example if I have a topic with 3 messages such as topic `0.0.49324249` on testnet (https://hashscan.io/testnet/topic/0.0.49324249).

What is the algorithm for producing the initial running hash of message 1?
 
What is the algorithm for producing the subsequent running hashes? Presumably the running hash from the previous message is included in the current one. 

How would you use this information to ***prove*** that those messages were sent in that order and at those times? 

Any guidance appreciated.","",""
"950496193337786418","Michael Garber#5033","01/18/2023 1:21 PM",">How would you use this information to prove that those messages were sent in that order and at those times?

Every transaction that happens on Hedera gets a consensus timestamp and the whole idea is that you can trust that timestamp as being the correct timestamp because of how messages are gossiped between nodes and how the timestamp is chosen. We have gone through extensive proofs to prove it using formal methods. Its pretty interesting https://hedera.com/blog/coq-proof-completed-by-carnegie-mellon-professor-confirms-hashgraph-consensus-algorithm-is-asynchronous-byzantine-fault-tolerant","",""
"887464936475873291","entreken","01/18/2023 1:43 PM","Thanks, that's helpful. I also just found this doc that specifies what goes into computing the running hash: https://docs.hedera.com/hedera/docs/hedera-api/miscellaneous/transactionreceipt#topic-running-hash

What I'm struggling with is, let's say an independent auditor for supply chain event records was to be given a set of data that included the input messages that were submitted to HCS and the corresponding running hashes and timestamp, etc for those messages.

What would the auditor need to do to verify the data checks out? Would they need to go to the effort of walking through the sequence of messages, recomputing hashes, etc.? 

Or are you saying that because of the above proof, that it would be sufficient for the auditor to just view and compare (simple string compare) the messages, timestamps, etc. of the data that they're verifying with data from the network?","",""
"764954605838532638","AbsolutelyNot#3226","01/18/2023 4:10 PM","Did you get your questions answered ?","",""
"991514307374350387","swirlds_matt","01/19/2023 5:51 AM","Hey Dan happy to help you with this - I'll DM so we can organise some time to chat 🙂","","🙏 (1)"
"887464936475873291","entreken","01/19/2023 1:32 PM","@Michael Garber or others does my question make sense? I'm just getting started with HCS and thinking through how to leverage it, so any additional insight you can provide would be very helpful.

Maybe another way to ask the question: I've seen Leemon and others talking/writing about how it stands up to legal scrutiny. 

If someone needed to prove in court that a specific message was in fact sent at a particular time, what steps would they take?","",""
"950496193337786418","Michael Garber#5033","01/19/2023 1:38 PM","If you query the transaction from the mirror node, the result it gives you is the transaction with the consensus timestamp when it occured on the network. Once any tx reaches consensus on the network, it is proven to have happened","",""
"887464936475873291","entreken","01/19/2023 1:40 PM","Ok, so the fact that the mirror network returns to me details about a transaction, including the message that was sent and indicating the consensus timestamp, I'm able to take that as fact that it occurred, and no further ""recomputational steps"" are needed to verify?

Is that right?","",""
"950496193337786418","Michael Garber#5033","01/19/2023 1:44 PM","As far as I understand, that's right. You may find this article helpful at explaining how the mirror nodes offer that proof 

>the trust from the consensus nodes is transferred to the mirror nodes using signatures, chain of hashes, and state proofs. 
https://hedera.com/blog/how-to-look-up-transaction-history-on-hedera-using-mirror-nodes-back-to-the-basics","","🙏 (1)"
"887464936475873291","entreken","01/19/2023 1:51 PM","Thanks, I hadn't come across that article. I see this part:

> _However, the trust from the consensus nodes is transferred to the mirror nodes using signatures, chain of hashes, and **state proofs**_

I guess it would be the mirror node itself that is verifying the information it receives ""checks out"". 

What prevents a malicious mirror node from entering the network and reporting invalid information to its clients?","",""
"386333303273160706","bodie#7643","01/19/2023 9:07 PM","can anyone view messages on a private topic?","",""
"386333303273160706","bodie#7643","01/19/2023 9:07 PM","or is it locked behind something like the submit key?","",""
"249567154913935361","jeromek","01/20/2023 3:11 AM","https://www.youtube.com/watch?v=oYR08CyA1sY
Think this can further help","","👀 (1)"
"249567154913935361","jeromek","01/20/2023 3:19 AM","Yes, you would need to encryped it if it should not be readable for others
A private topic just defines with the submitkey whos able to send messages to that topic","",""
"386333303273160706","bodie#7643","01/20/2023 3:59 AM","thank you for the help","","🤝 (1)"
"664952050190254081","bono95zg#3849","01/20/2023 9:51 AM","Hello, I have a question. How does Hedera scale when we include more nodes? If we have gossip about gossip, that would exponentially increase network load with more nodes. But I have seen claims Hedera would be even faster with more nodes? Does anyone have real info?","",""
"664952050190254081","bono95zg#3849","01/20/2023 10:03 AM","And how does network prevent Sybil attacks?","",""
"950496193337786418","Michael Garber#5033","01/20/2023 10:50 AM","I have not heard this claim. We have this whitepaper that shows the tests that were done and the results wrt to number of nodes and regions. 
https://hedera.com/hh-ieee_coins_paper-200516.pdf

IIRC I have heard Leemon talk about how the energy consumption per transaction would go down with more nodes. I cant remember what video I saw that in but will look for it.","",""
"950496193337786418","Michael Garber#5033","01/20/2023 10:53 AM","When the network reaches the throttle, congestion prices set in to thwart this type of attack. The throttle is set at 10k tps for most of our services and can be lifted to go much higher if (wen) there is ever a need","",""
"664952050190254081","bono95zg#3849","01/20/2023 12:17 PM","Oh I see. But what happens if/when Hedera becomes permissionless, aka anyone can become a node? I've seen a video of Leemon talking about how he want that eventually any device can be a node (like your phone)? How would that work? I can guess there is something with sharding but I don't understand how that works. How can different shards communicate, how to keep track of which shard you are supposed to be on etc?","",""
"887464936475873291","entreken","01/20/2023 12:41 PM","Thanks, this was helpful.

So what I'm gathering is that if you are a client that needs to be inherently suspicious of what information is being returned to you by the mirror network (where the distrust is originating based on the Use Case requiring a very high degree of proof/accuracy/verifiability/etc.)

that you would have basically two options:

1. Operate your own internal mirror node, which would automatically and computationally verify all information coming to it from the consensus nodes, because this is just what mirror nodes are built to do. This would be the strongest guarantee.

or

2. Ask the same question of multiple independent mirror nodes. If you get the same answer from multiple, you could have higher trust in the response than if you just asked one.","","👍 (1)"
"377865013030813717","supremax67","01/20/2023 3:23 PM","Unlike blockchain, consensus to finality as a logarithmic scaling on Hashgraph.

For instance, if time to consensus takes 2 second for 5 nodes, and 10 nodes takes 2.5 seconds. Then an approximate for the rest would be 20 nodes 3 seconds. 40 nodes 3.5 seconds
80 nodes 4 seconds
160 nodes 4.5 seconds
320 nodes 5 seconds
Etc.","",""
"377865013030813717","supremax67","01/20/2023 3:23 PM","Although I doubt a single shard will do more than 100 nodes before starting a new shard.","",""
"950496193337786418","Michael Garber#5033","01/20/2023 3:58 PM","As far as I know we havent made many statements for how we are going to implement community nodes or sharding or how they talk to eachother. You might find this useful about how shards will talk to eachother (subject to chage of course):
`""Shards communicate through the exchange of messages between members of the different shards.
All such messages are push (rather than pull). Each shard (its members) maintains a queue of outgoing
messages to each of the other shards. Each shard remembers the sequence number of the last message
it processed from each of the other shards. A message is sent from shard Alpha to shard Beta by nodes
in Alpha randomly contacting nodes in Beta, to transfer the message, along with a proof that it is part of
the consensus state of the Alpha shard. They continue doing this until one of the Beta members replies
with a proof that the Beta shard shared state includes a sequence number indicating that this message
was received and processed. In this manner, transactions that impact addresses in different shards can
be appropriately recorded into each shards state, and so the entire state of the entire ledger.""`
https://s3.amazonaws.com/hedera-hashgraph/hh-whitepaper-v1.1-180518.pdf","",""
"664952050190254081","bono95zg#3849","01/20/2023 4:13 PM","Is it better for decentralization to have, for example, shards with 32 nodes acros 8 regions. Or shards with 128 nodes in 1 region?","",""
"887464936475873291","entreken","01/20/2023 4:47 PM","I have a question about calculating expected tx and query costs. I see from https://docs.hedera.com/hedera/mainnet/fees that the costs for creating a topic, submitting a message and getting info are: 

ConsensusCreateTopic: $0.01
ConsensusSubmitMessage: $0.0001
ConsensusGetInfo: $0.0001

If I am subscribed to receive messages from a topic (using JS SDK `TopicMessageQuery({ topicId }).subscribe()`, am I paying the `ConsensusGetInfo` price of $0.0001 for each message received on that subscription?","",""
"773104286896619541","reg.cs","01/20/2023 5:45 PM","Not quite. The `ConsensusGetInfo` transaction is the `TopicInfoQuery` in the JS SDK. In order to get messages from a topic, you query a mirror node, as mentioned in the docs:

https://docs.hedera.com/hedera/docs/sdks/consensus/get-topic-message","",""
"887464936475873291","entreken","01/20/2023 5:46 PM","So, are those messages free to receive when subscribed such as

```
new TopicMessageQuery()
        .setTopicId(topicId)
        .setStartTime(0)
        .subscribe(
            client,
            (message) => console.log(Buffer.from(message.contents, ""utf8"").toString())
        );
```","",""
"773104286896619541","reg.cs","01/20/2023 5:48 PM","While there are public mirror nodes provided by Hedera where you can query these information for free at the moment, they are also throttles at 100 requests per seconds. For a real use case, you would either use a mirror node service like DragonGlass or LedgerWorks or set up your own mirror node. Have a look here:","",""
"773104286896619541","reg.cs","01/20/2023 5:48 PM","https://docs.hedera.com/hedera/mirrornet/hedera-mirror-node","",""
"773104286896619541","reg.cs","01/20/2023 5:48 PM","These external services cost something.","",""
"887464936475873291","entreken","01/20/2023 5:49 PM","Ok, so presumably if I was to use DG or LW I would pay to use their service.

But if I operated my own mirror node, it would be ""free"" to get those message, other than my overhead cost to operate the node.","",""
"773104286896619541","reg.cs","01/20/2023 5:50 PM","Yes, that is correct.","","🙏 (1)"
"887464936475873291","entreken","01/20/2023 7:34 PM","Actually one more question on this @JeromeTHA -- Leemon describes two mirror node types:
- a ""current"" one that downloads data/files from buckets, and
- a future to-be-implemented one which operates much like a consensus node, except doesn't participate in consensus voting

Since this video is a year old, does the future mirror node type now exist? 

Does this repo contain the old mirror node type or the new type, or both?  https://github.com/hashgraph/hedera-mirror-node","",""
"249567154913935361","jeromek","01/21/2023 5:19 AM","Hey
They are still the same, no changes so far.","","🙏 (1)"
"386333303273160706","bodie#7643","01/22/2023 4:36 AM","can a hsc message uploaded to a topic have a memo if so can that memo be searched for using a HCS explorer or any other way to is search for a message submitted on HSC other than runninghash?","",""
"773104286896619541","reg.cs","01/22/2023 6:01 AM","Yes, `ConsensusSubmitMessage` has a `memo` parameter. So each message can have a specific memo. However, as far as I know, it is not possible to search by this memo. I would query a mirror node for all transactions in a specific topic, built a list of topic messages in the app, and then search for the memo within the app.","",""
"773104286896619541","reg.cs","01/22/2023 6:02 AM","For querying topic messages in a mirror node, you can have a look at the REST API:
https://docs.hedera.com/hedera/docs/mirror-node-api/rest-api#topics","",""
"773104286896619541","reg.cs","01/22/2023 6:05 AM","Note, that there are external mirror services, which might provide additional API calls. It may be that these enable searching the memo field, but I have no experience with any of the external services yet.","",""
"429323958592995328","Greg Scullard#5365","01/23/2023 6:31 AM","Couple of things that could be done
* Get a ""beta"" state proof from the mirror node for this particular transaction, this will prove the transaction was witnessed and voted on by a majority of Hedera nodes.
* Collect all the messages from the beginning of the topic, reprocess the running hash calculation for each and compare with the current running hash value for the topic on Hedera.","","🙏 (1)"
"429323958592995328","Greg Scullard#5365","01/23/2023 6:32 AM","In the future, a state proof on the topic, attesting to the running hash value at a given time/sequence number for the topic could be used offline (even if Hedera is no longer there) to prove the running sequence of messages is correct, intact and not tampered with.","",""
"429323958592995328","Greg Scullard#5365","01/23/2023 6:35 AM","Each node participating in consensus has to ""stake"" its hbar, that stake represents the relative weight of the node when it comes to consensus. If the account being staked to the node has 1000 hbar, it's participation is 50B / 1000.
Now, if the same account wants to create 100 nodes, it will have to spread its 1000 hbar across 100 nodes, the overall contribution to consensus doesn't change, there can't be a Sybil attack.","",""
"664952050190254081","bono95zg#3849","01/23/2023 7:33 AM","What if 1 thrid of nodes decide to blacklist some adresses?","",""
"950496193337786418","Michael Garber#5033","01/23/2023 8:54 AM","Well, it depends, how much do you trust that region? 🙂 We put nodes in every continent except Antarctica because of this. If you can create a network with nodes in different verticals spanning across government jurisdictions then you create a network that is highly robust and decentralized because no one region can take down the network.","",""
"950496193337786418","Michael Garber#5033","01/23/2023 8:59 AM","As with any decentralized network, if more than a 1/3 of the nodes collude or are dishonest, then they can write whatever they want to the state","",""
"664952050190254081","bono95zg#3849","01/23/2023 9:48 AM","What happens if nodes have different states?","",""
"950496193337786418","Michael Garber#5033","01/23/2023 10:00 AM","Then they haven't reached an agreement yet. Nodes can have different states before consensus is reached like if a node receives a transaction and gossips it, before consensus is reached, nodes will have different states","",""
"664952050190254081","bono95zg#3849","01/23/2023 10:37 AM","What would happen to the network? Would it halt? What would happen to the state? Will it wait forever? Or will consensus fail after a certain time period? Or does it stay incomplete?","",""
"950496193337786418","Michael Garber#5033","01/23/2023 12:28 PM","If more than 1/3 of the nodes has a certain state or collude in some way, then that is the state of the network because they would control what is written to the state at that point. May I get a little context behind your question? What are you trying to accomplish?","",""
"664952050190254081","bono95zg#3849","01/23/2023 1:36 PM","Why does minority state override majority? Why would 1/3 dictate final state?

I ask because I fundamentally dont understand how it works. I invested in Hedera, but I dont know how to explain or defend it because I dont understand fully how it works. So basically I want to know so I can educate other people. Maybe answers to my questions are obvious to you, but I struggle.","",""
"950496193337786418","Michael Garber#5033","01/23/2023 2:10 PM","No no not like that, I just didnt understand if you were leading me into a fud hole or something. Blockchain concepts are not all trivial. Dr. Baird does a great job explaining how all DLTs are subject to this 34% attack in his harvard talk its really good https://youtu.be/IjQkag6VOo0?t=3666","",""
"887464936475873291","entreken","01/23/2023 2:35 PM","Thanks for the add'l info here!

Based on this,
> Get a ""beta"" state proof from the mirror node

I searched the mirror node code for ""state proof"" and found a pointer to this article which does a really nice job of explaining the scenario around my original line of questioning: https://hedera.com/blog/state-proofs-on-hedera

It also references this which is helpful too: https://hedera.com/blog/transaction-confirmation-methods-in-hedera","",""
"803250819859873843","Eileenie#8213","01/23/2023 9:27 PM","Any word yet?","","👀 (1)"
"664952050190254081","bono95zg#3849","01/24/2023 5:48 PM","What would happen to the network if I intercept incoming events to one node and filter out same one for a year? Is communication end-to-end encrypted so I cant do that?","",""
"664952050190254081","bono95zg#3849","01/24/2023 6:19 PM","It would be cool if someone who deeply understands the algorithm could make a video to visualize how a bad transaction would not be included in the final state. For example, a simulation of communication between n nodes and then a red (bad) transaction appears and is replicated among nodes and is filtered out. I have a few ideas for attacks and cant work out how HCS would solve it.","","👍 (1)"
"377865013030813717","supremax67","01/24/2023 11:09 PM","No such thing has a bad transaction. All transactions submitted on the network has to pass signature verification","",""
"377865013030813717","supremax67","01/24/2023 11:10 PM","A bad node tries to submit a fake transaction? No worries, next node will fail it for invalid signature","",""
"377865013030813717","supremax67","01/24/2023 11:11 PM","Not sure what intercepting the events would accomplish, all transactions on the network are visible to the public.","",""
"377865013030813717","supremax67","01/24/2023 11:13 PM","If you are trying to be a malicious node, other nodes will notice the pattern and you would end up voted out. Not to mention this is a proof of stake model, without the trust of the public, your node wouldn't gather enough HBAR staking to meet minimum requirements to join a shard.","","👍 (1)"
"377865013030813717","supremax67","01/24/2023 11:14 PM","Hedera holds the golden standard for security, aBFT.","",""
"950496193337786418","Michael Garber#5033","01/25/2023 9:59 AM","I messaged you about this","",""
"803250819859873843","Eileenie#8213","01/25/2023 4:15 PM","I do not see your message.  Would you be so kind as to send it again?","","🫡 (1)"
"664952050190254081","bono95zg#3849","01/25/2023 5:29 PM","Irrelevant if they are public. What would happen to the state? How would network recover from this?","",""
"377865013030813717","supremax67","01/25/2023 5:44 PM","The state is held by each node and it can'tbe compromised by a fake transaction for the reason mentioned above.","",""
"916950930757414912","jane31_huston","01/26/2023 5:54 PM","Hi all, I am new here so apologize in advance if I am breaking the rules 🙂 But, has anyone run this demo: https://github.com/hashgraph/hedera-stable-coin-demo ? Im having this beautiful error when running build.sh on docker folder:** Ineffective mark-compacts near heap limit Allocation failed - JavaScript heap out of memory** 😦","","👢 (1)"
"764954605838532638","AbsolutelyNot#3226","01/26/2023 9:12 PM","@jane31  you may want to ask the author himself @Greg Scullard","",""
"764954605838532638","AbsolutelyNot#3226","01/26/2023 9:13 PM","Greg is mostly here. It is late night for him","",""
"773104286896619541","reg.cs","01/27/2023 2:33 AM","This is a more general question about handling accounts in a Dapp, but I need to post it somewhere, so I use this channel. If my dApp needs to make frequent **automated calls**, it would be inconvenient to ask the user to sign each transaction via Hashpack/Metamask/etc. One way to circumvent this, is to store the private key of the user's dApp account in an encrypted keystore and hold the key in memory as long as the app is running (and the user provided his password to decrypt the file at app launch). The user then only needs to transfer HBAR to this dApp account from his primary account to pay for fees.

However, since this comes with security risks and I wonder if there is a better way for a dApp developer that would not require an internal key handling? 

For example, is there something like a CryptoAllowance which makes it possible to grant a secondary account (i.e. the dApp) the right to make transactions only to **specific topics and smart contracts** and make the primary account pay for it? Or is there another way to handle the issue above, which does not involve managing the user's private key within the dApp?","",""
"159035293180100609","deejay0076","01/27/2023 4:34 AM","i believe there is no easy way to achieve what you want. I agree 100% that it's not a great idea to ask a user to put their key somewhere (and hopefully, as we transition to hardware wallets in the space, it would prevent such a solution). Currently, I am not aware of a 'permanent approval' option for topic/SC interaction - in general I would argue this is a risky proposition for a user. I guess it depends on the use case of what you are trying to do? if it is just to get the user to pay for the automated calls then an allowance would suffice of course but i sense you want to do more than that given your framing?","",""
"773104286896619541","reg.cs","01/27/2023 10:14 AM","Well, but that seems to be a quite fundamental issue for any Dapp that requires smart contract calls or topic messages in an automated way. Imagine a kind of peer-to-peer network between users, where there is a constant automated communication between the dapp instances of each user's computer ... Maybe a specific example would be a decentralized eBay where users can specify a ""limit price"" they are willing to pay for an offered product. The users dApp runs in the background and should be able to sent automated bids to an HCS topic as long as the limit price is not reached (a smart contract would be too expensive, if you pay $0.05 per bid). That is not an ideal example, since there are other issues involved (e.g., when the dapp is not running, there would be no bids), but it should illustrate the overall issue.","",""
"159035293180100609","deejay0076","01/27/2023 10:43 AM","so instead you track the items price (centralized / decentralized) and flag the user who then signs the message to buy? or you add a proxy layer of indirection - user sets the approval spend (or places funds in escrow) to pay for the item then the app buys using the users funds - noting that smart contracts do not have a scheduler so that bit / polling would happen outside anyway. Maybe user prefunds (escrow) and external bot monitors, if there is a trade to make it touched the SC whihc executes and the user later comes ot collect.

I realise you are offering a stylistic 'problem' and you might not like my ideas, I am simply trying to illustrate (quickly!) most things can de reimagined to achieve the same end goal without giving full authority out on a more permanent basis.","",""
"773104286896619541","reg.cs","01/27/2023 10:56 AM","Thanks for your input. I appreciate it. The common issue I see in your suggestions though is that it involves either a user interaction or some kind of centralized element (e.g. Proxies, a bot, etc.) if I get it correctly. But then you don’t have a real dApp anymore.","",""
"474151701138505739","rhysied","01/27/2023 10:57 AM","allowances do exist on Hedera mind: https://docs.hedera.com/hedera/docs/sdks/cryptocurrency/approve-an-allowance","",""
"474151701138505739","rhysied","01/27/2023 10:58 AM","the main limitation seems to be an account based one where you are limited to 100 approvals so for your ebay-style dapp that would limit the number of items you could bid on (presuming you dont just set one master allowance and manage the individual limits in the dapp)","",""
"159035293180100609","deejay0076","01/27/2023 11:20 AM","did not mean to suggest allowances do not exist - but that's not the same as calling a SC.","",""
"159035293180100609","deejay0076","01/27/2023 11:25 AM","given Solidity does not have a polling mechanism / scheduling you would always need some kind of external input. It is a common pattern for a solidity method to use a modifier to in effect replicate 'scheduling' - i.e. a user touches any method and they pay for the gas to update the rest of it. Any external pieces can be centralized or decentralized (through time?) but you leave business logic protected in a Smart Contract to add rigour. I think there are some sensible pay offs that get you much of the way to where you might want to be (that would be preferable to handing over keys - although that's an option if users were comfortable **not advocating this at all but web3=choice**)","",""
"773104286896619541","reg.cs","01/27/2023 12:11 PM","For the payment part between buyer and seller, I can easily imagine a smart contract escrow with a deposit/withdrawal mechanism. However, for the bidding part a SC is not ideal. Partially due to price, partially due to the polling issue. A HCS topic would be better for the bidding. The best scheme I can come up with is:
- a user has its actual funds in a dedicated wallet app which they register with a smart contract for fund withdrawal/deposit (that way the dapp has no private key for the user funds)
- dApp creates a separate Hedera account for the user upon registration which handles the automated calls like bidding

The dapp then would handle only the private key for the second account, which at least increases security. The remaining issue is, that the second account would still need enough HBAR to pay for the bidding process and other transactions. It would be nice if the user could set up an allowance for the second account to pay all transaction fees for the second account from the users primary account (in the best case: The user could define in the allowance exactly which topics and smart contracts they allow spending for) . But that seems to be impossible, right? 

If so, the user would need to transfer some hbar to the second account every few days leaving the risk for the dapp beeing hacked and the money allocated for the fees of the automated calls to be stolen. I think this scheme is good, except for the latter part. And I am trying to resolve this without sacrificing any of the decentralization.","",""
"159035293180100609","deejay0076","01/27/2023 12:12 PM","Limiting what the hbar can be spent on is currently not possible (enabling it would likely be tough to scale efficiently) - you have control over the amount and who can spend but that's as far as it goes.","",""
"159035293180100609","deejay0076","01/27/2023 12:13 PM","but to that same point, you control the amount so you minimise the risk that way","",""
"773104286896619541","reg.cs","01/27/2023 12:14 PM","Okay. And the allowance is limited to spending, right? So I cannot create a transaction with the second account and make the allowance-granting account the payer for that?","",""
"159035293180100609","deejay0076","01/27/2023 12:14 PM","you can't but you can take the hbar under the allowance so net/net close enough?","",""
"159035293180100609","deejay0076","01/27/2023 12:15 PM","the segregation / proxy is what i was alluding to. the end user is not signing the SC interaction but you can have an allowance to the 'middle man' that is","",""
"773104286896619541","reg.cs","01/27/2023 12:15 PM","Then there is no benefit over directly transferring the hbar to the second account, right?","",""
"159035293180100609","deejay0076","01/27/2023 12:15 PM","indeed. smoke and mirrors","",""
"159035293180100609","deejay0076","01/27/2023 12:15 PM","people feel better","",""
"159035293180100609","deejay0076","01/27/2023 12:16 PM","actually, let me take that back if there is an allowance i can revoke any timne","",""
"159035293180100609","deejay0076","01/27/2023 12:16 PM","vs having to remove from escrow and the otherside being offline","","👍🏻 (1)"
"159035293180100609","deejay0076","01/27/2023 12:16 PM","but apart from that letting the 2nd account spend on your behalf and transferring the token is essentially optics","",""
"159035293180100609","deejay0076","01/27/2023 12:18 PM","Same goes on the marketplace side - there is no protection once you set the allowance for your NFT to get the amount you wanted to list it for - you must rely on the (proprietary) code. the economic incentive is to play nice for longevity, but if compromised a bad actor could do bad things (not a new story/pointing fingers!)","",""
"773104286896619541","reg.cs","01/27/2023 12:20 PM","The “middle man” you are referring to in this case would be the local dapp instance and the second account?","",""
"159035293180100609","deejay0076","01/27/2023 12:20 PM","yup.","",""
"159035293180100609","deejay0076","01/27/2023 12:20 PM","separation and composability helps you reduce some of the risk","",""
"773104286896619541","reg.cs","01/27/2023 12:21 PM","Yeah, the payment part / NFT transfer could go via a smart contract","",""
"159035293180100609","deejay0076","01/27/2023 12:21 PM","but if you want to automatically debit it / approve things there will be some weaker spots","",""
"159035293180100609","deejay0076","01/27/2023 12:21 PM","100%","",""
"159035293180100609","deejay0076","01/27/2023 12:22 PM","I have the code waiting to go (for a mechanism of exchange) but needs the feature to be turned back on to handle royalties","",""
"773104286896619541","reg.cs","01/27/2023 12:26 PM","Sounds good! In the end, the exchange part was not what I was worried about. I hoped there was a (fully decentralized) way to handle the automated transaction part and to reduce the risks on the dapp side. But I guess, then I need to stick with this scheme and limit the amount of hbar users can transfer from the app UI to the second account.","",""
"159035293180100609","deejay0076","01/27/2023 12:28 PM","careful design/structure and multisigs where sensible can likely mitigate much of the risk (I hope). good luck!","",""
"773104286896619541","reg.cs","01/27/2023 12:34 PM","I Hope so too. But multisigs to reduce risks would involve user interaction again and, thus, also won’t work with automated calls, I am afraid.

Thanks for your input!","",""
"386333303273160706","bodie#7643","01/28/2023 4:00 AM","is there any way to submit messages to a topic using apis?","",""
